"","Nest","Year","Species","Site","First_Date","Last_Date","Duration","Fate","Chicks_First","Chicks_Last","Proporation_Lost","Camera"
"241","222LT-10",2010,"LETE","Blue Hole",2010-06-28,2010-07-19,21,NA,NA,0,NA,"0"
"242","223-06",2006,"LETE","Blue Hole",2006-06-23,2006-07-11,18,NA,NA,0,NA,"0"
"243","223-09",2009,"LETE","Blue Hole",2009-06-24,2009-07-13,19,"Unknown Outcome",NA,0,NA,"0"
"244","223LT-10",2010,"LETE","Blue Hole",2010-06-25,2010-07-06,11,NA,NA,0,NA,"0"
"245","224-06",2006,"LETE","Blue Hole",2006-06-23,2006-07-11,18,NA,NA,0,NA,"0"
"246","224-09",2009,"LETE","Blue Hole",2009-07-01,2009-07-11,10,"Unknown Outcome",NA,0,NA,"0"
"247","224LT-10",2010,"LETE","Blue Hole",2010-06-28,2010-07-15,17,NA,NA,0,NA,"0"
"248","225-06",2006,"LETE","Blue Hole",2006-06-23,2006-07-11,18,NA,NA,0,NA,"0"
"249","225-09",2009,"LETE","Blue Hole",2009-07-08,2009-07-23,15,"Unknown Outcome",2,0,1,"0"
"250","225LT-10",2010,"LETE","Blue Hole",2010-06-28,2010-07-09,11,NA,NA,0,NA,"0"
"251","226-09",2009,"LETE","Blue Hole",2009-07-17,2009-08-14,28,"Fledged",1,2,-1,"0"
"252","226LT-10",2010,"LETE","Blue Hole",2010-06-28,2010-07-09,11,NA,NA,0,NA,"0"
"253","227LT-10",2010,"LETE","Blue Hole",2010-06-28,2010-07-06,8,NA,NA,0,NA,"0"
"254","227X-09",2009,"PIPL","Blue Hole",2009-05-04,2009-05-07,3,NA,NA,0,NA,"0"
"255","228LT-10",2010,"LETE","Blue Hole",2010-06-29,2010-07-06,7,NA,NA,0,NA,"0"
"256","228X-09",2009,"LETE","Blue Hole",2009-06-15,2009-07-26,41,"Fledged",2,2,0,"0"
"257","229X-09",2009,"LETE","Blue Hole",2009-06-15,2009-07-17,32,"Fledged",2,2,0,"0"
"258","229XLT-10",2010,"LETE","Blue Hole",2010-06-18,2010-06-22,4,NA,NA,0,NA,"0"
"259","23-L08",2008,"LETE","NPPD Lexington",2008-07-07,2008-07-25,18,"Unknown Outcome",NA,0,NA,"0"
"260","230-11",2011,"PIPL","Blue Hole",2011-05-04,2011-07-05,62,"Fledged",4,1,0.75,"0"
"261","231-11",2011,"PIPL","Blue Hole",2011-05-03,2011-07-06,64,"Fledged",3,1,0.666666666666667,"0"
"262","232-11",2011,"PIPL","Blue Hole",2011-05-10,2011-07-05,56,"Fledged",4,2,0.5,"0"
"263","233-11",2011,"PIPL","Blue Hole",2011-05-10,2011-05-20,10,NA,NA,0,NA,"0"
"264","234-11",2011,"PIPL","Blue Hole",2011-05-10,2011-07-05,56,"Fledged",4,2,0.5,"0"
"265","235-11",2011,"PIPL","Blue Hole",2011-05-10,2011-07-11,62,"Fledged",1,1,0,"0"
"266","236-11",2011,"PIPL","Blue Hole",2011-05-12,2011-07-14,63,"Fledged",4,2,0.5,"0"
"267","237-11",2011,"PIPL","Blue Hole",2011-05-13,2011-07-14,62,"Fledged",2,2,0,"0"
"268","238-11",2011,"PIPL","Blue Hole",2011-05-20,2011-07-20,61,"Fledged",3,3,0,"0"
"269","239-11",2011,"LETE","Blue Hole",2011-06-01,2011-07-06,35,"Unknown Outcome",2,0,1,"0"
"270","24-L08",2008,"LETE","NPPD Lexington",2008-07-07,2008-08-04,28,"Failed-Predation",2,0,1,"0"
"271","240-11",2011,"PIPL","Blue Hole",2011-06-01,2011-07-25,54,"Fledged",1,1,0,"0"
"272","241-11",2011,"LETE","Blue Hole",2011-06-01,2011-07-14,43,"Fledged",3,2,0.333333333333333,"0"
"273","242-11",2011,"LETE","Blue Hole",2011-06-01,2011-07-21,50,"Fledged",2,2,0,"0"
"274","243-11",2011,"LETE","Blue Hole",2011-05-31,2011-07-14,44,"Fledged",3,2,0.333333333333333,"0"
"275","244-11",2011,"LETE","Blue Hole",2011-05-31,2011-06-22,22,NA,NA,0,NA,"0"
"276","245-11",2011,"LETE","Blue Hole",2011-05-31,2011-07-14,44,"Fledged",2,2,0,"0"
"277","246-11",2011,"LETE","Blue Hole",2011-06-03,2011-07-13,40,"Fledged",2,1,0.5,"0"
"278","247-11",2011,"LETE","Blue Hole",2011-06-03,2011-07-14,41,"Fledged",1,2,-1,"0"
"279","248-11",2011,"LETE","Blue Hole",2011-06-06,2011-07-27,51,"Fledged",3,2,0.333333333333333,"0"
"280","249-11",2011,"LETE","Blue Hole",2011-06-08,2011-06-14,6,NA,NA,0,NA,"0"
"281","25-L08",2008,"LETE","NPPD Lexington",2008-07-07,2008-08-04,28,"Failed-Predation",2,0,1,"0"
"282","250-11",2011,"LETE","Blue Hole",2011-06-13,2011-08-01,49,"Fledged",3,2,0.333333333333333,"0"
"283","251-11",2011,"LETE","Blue Hole",2011-06-20,2011-08-11,52,"Fledged",3,2,0.333333333333333,"0"
"284","252-11",2011,"LETE","Blue Hole",2011-06-09,2011-07-27,48,"Fledged",1,1,0,"0"
"285","253-11",2011,"PIPL","Blue Hole",2011-06-17,2011-08-11,55,"Fledged",2,1,0.5,"0"
"286","254-11",2011,"LETE","Blue Hole",2011-06-22,2011-08-08,47,"Unknown Outcome",2,0,1,"0"
"287","255-11",2011,"LETE","Blue Hole",2011-06-17,2011-08-02,46,"Unknown Outcome",2,0,1,"0"
"288","256-11",2011,"LETE","Blue Hole",2011-06-27,2011-08-11,45,"Fledged",1,2,-1,"0"
"289","257-11",2011,"LETE","Blue Hole",2011-06-28,2011-07-08,10,NA,NA,0,NA,"0"
"290","258-11",2011,"LETE","Blue Hole",2011-07-01,2011-07-22,21,"Unknown Outcome",NA,0,NA,"0"
"291","259-11",2011,"LETE","Blue Hole",2011-07-01,2011-08-15,45,"Fledged",2,3,-0.5,"0"
"292","26-L08",2008,"LETE","NPPD Lexington",2008-07-19,2008-08-04,16,NA,NA,0,NA,"0"
"293","260-11",2011,"LETE","Blue Hole",2011-07-04,2011-08-11,38,"Fledged",1,2,-1,"0"
"294","261X-11",2011,"LETE","Blue Hole",2011-06-22,2011-08-07,46,"Fledged",3,2,0.333333333333333,"0"
"295","262X-11",2011,"LETE","Blue Hole",2011-06-13,2011-07-01,18,NA,NA,0,NA,"0"
"296","263X-11",2011,"LETE","Blue Hole",2011-06-13,2011-06-22,9,NA,NA,0,NA,"0"
"297","264X-11",2011,"LETE","Blue Hole",2011-06-06,2011-07-18,42,"Fledged",3,3,0,"0"
"298","401PP-10",2010,"PIPL","Dyer",2010-06-21,2010-08-16,56,"Fledged",3,3,0,"0"
"299","410-11",2011,"PIPL","Dyer",2011-05-20,2011-07-06,47,"Failed-Unknown",2,0,1,"0"
"300","411-11",2011,"LETE","Dyer",2011-06-23,2011-07-07,14,NA,NA,0,NA,"0"
"301","412-11",2011,"LETE","Dyer",2011-06-28,2011-08-09,42,"Fledged",3,2,0.333333333333333,"0"
"302","413-11",2011,"LETE","Dyer",2011-06-28,2011-07-06,8,NA,NA,0,NA,"0"
"303","414-11",2011,"PIPL","Dyer",2011-06-28,2011-08-03,36,"Failed-Unknown",3,0,1,"0"
"304","415-11",2011,"LETE","Dyer",2011-07-07,2011-08-11,35,"Unknown Outcome",2,0,1,"0"
"305","416-11",2011,"LETE","Dyer",2011-07-12,2011-08-09,28,"Unknown Outcome",NA,0,NA,"0"
"306","501-06",2006,"PIPL","Kearney Broadfoot South",2006-05-17,2006-06-14,28,"Unknown Outcome",NA,0,NA,"0"
"307","501-07",2007,"PIPL","Kearney Broadfoot South",2007-05-14,2007-06-15,32,"Unknown Outcome",NA,0,NA,"0"
"308","501PP-08 BFS",2008,"PIPL","Kearney Broadfoot South",2008-05-14,2008-06-12,29,"Unknown Outcome",NA,0,NA,"0"
"309","501PP-10",2010,"PIPL","Kearney Broadfoot South",2010-05-14,2010-07-01,48,"Unknown Outcome",4,0,1,"0"
"310","502-06",2006,"PIPL","Kearney Broadfoot South",2006-05-17,2006-06-14,28,"Unknown Outcome",NA,0,NA,"0"
"311","502-07",2007,"PIPL","Kearney Broadfoot South",2007-05-14,2007-06-15,32,"Unknown Outcome",NA,0,NA,"0"
"312","502LT-08 BFS",2008,"LETE","Kearney Broadfoot South",2008-06-12,2008-07-16,34,"Unknown Outcome",NA,0,NA,"0"
"313","502PP-10",2010,"PIPL","Kearney Broadfoot South",2010-05-14,2010-07-01,48,"Unknown Outcome",3,0,1,"0"
"314","503-06",2006,"PIPL","Kearney Broadfoot South",2006-05-17,2006-06-14,28,"Unknown Outcome",NA,0,NA,"0"
"315","503-07",2007,"PIPL","Kearney Broadfoot South",2007-05-14,2007-06-15,32,"Unknown Outcome",NA,0,NA,"0"
"316","503LT-08 BFS",2008,"LETE","Kearney Broadfoot South",2008-06-12,2008-07-16,34,"Unknown Outcome",NA,0,NA,"0"
"317","503LT-10",2010,"LETE","Kearney Broadfoot South",2010-06-14,2010-07-15,31,"Failed-Unknown",2,0,1,"0"
"318","504-06",2006,"PIPL","Kearney Broadfoot South",2006-05-17,2006-06-14,28,"Unknown Outcome",NA,0,NA,"0"
"319","504-07",2007,"PIPL","Kearney Broadfoot South",2007-05-14,2007-06-15,32,"Unknown Outcome",NA,0,NA,"0"
"320","504LT-10",2010,"LETE","Kearney Broadfoot South",2010-07-09,2010-08-19,41,"Fledged",2,3,-0.5,"0"
"321","504PP-08 BFS",2008,"PIPL","Kearney Broadfoot South",2008-06-12,2008-07-16,34,"Unknown Outcome",NA,0,NA,"0"
"322","505-06",2006,"LETE","Kearney Broadfoot South",2006-06-14,2006-07-17,33,"Unknown Outcome",NA,0,NA,"0"
"323","505-07",2007,"PIPL","Kearney Broadfoot South",2007-05-14,2007-06-15,32,"Unknown Outcome",NA,0,NA,"0"
"324","505LT-08 BFS",2008,"LETE","Kearney Broadfoot South",2008-06-12,2008-07-16,34,"Unknown Outcome",NA,0,NA,"0"
"325","505LT-10",2010,"LETE","Kearney Broadfoot South",2010-07-15,2010-07-19,4,NA,NA,0,NA,"0"
"326","506-06",2006,"LETE","Kearney Broadfoot South",2006-06-14,2006-07-17,33,"Unknown Outcome",NA,0,NA,"0"
"327","506-07",2007,"PIPL","Kearney Broadfoot South",2007-06-15,2007-07-12,27,"Unknown Outcome",NA,0,NA,"0"
"328","506PP-08 BFS",2008,"PIPL","Kearney Broadfoot South",2008-06-12,2008-07-16,34,"Unknown Outcome",NA,0,NA,"0"
"329","507-06",2006,"LETE","Kearney Broadfoot South",2006-06-14,2006-07-17,33,"Unknown Outcome",NA,0,NA,"0"
"330","507-07",2007,"LETE","Kearney Broadfoot South",2007-06-15,2007-07-12,27,"Unknown Outcome",NA,0,NA,"0"
"331","507LT-08 BFS",2008,"LETE","Kearney Broadfoot South",2008-07-16,2008-07-16,0,"Unknown Outcome",NA,0,NA,"0"
"332","508-06",2006,"LETE","Kearney Broadfoot South",2006-06-14,2006-07-17,33,"Unknown Outcome",NA,0,NA,"0"
"333","508-07",2007,"LETE","Kearney Broadfoot South",2007-06-15,2007-07-12,27,"Unknown Outcome",NA,0,NA,"0"
"334","508LT-08 BFS",2008,"LETE","Kearney Broadfoot South",2008-07-16,2008-07-16,0,"Unknown Outcome",NA,0,NA,"0"
"335","509-06",2006,"PIPL","Kearney Broadfoot South",2006-06-14,2006-07-17,33,"Unknown Outcome",NA,0,NA,"0"
"336","509LT-08 BFS",2008,"LETE","Kearney Broadfoot South",2008-07-16,2008-07-16,0,"Unknown Outcome",NA,0,NA,"0"
"337","510LT-08 BFS",2008,"LETE","Kearney Broadfoot South",2008-07-16,2008-07-16,0,"Unknown Outcome",NA,0,NA,"0"
"338","511LT-08 BFS",2008,"LETE","Kearney Broadfoot South",2008-07-16,2008-07-16,0,"Unknown Outcome",NA,0,NA,"0"
"339","512LT-08 BFS",2008,"LETE","Kearney Broadfoot South",2008-07-16,2008-07-16,0,"Unknown Outcome",NA,0,NA,"0"
"340","530-11",2011,"PIPL","Kearney Broadfoot South",2011-05-04,2011-07-05,62,"Fledged",4,1,0.75,"0"
"341","531-11",2011,"PIPL","Kearney Broadfoot South",2011-05-04,2011-07-06,63,"Fledged",2,1,0.5,"0"
"342","532-11",2011,"PIPL","Kearney Broadfoot South",2011-05-11,2011-05-16,5,NA,NA,0,NA,"0"
"343","533-11",2011,"PIPL","Kearney Broadfoot South",2011-05-16,2011-07-15,60,"Fledged",1,2,-1,"0"
"344","534-11",2011,"PIPL","Kearney Broadfoot South",2011-05-24,2011-06-07,14,NA,NA,0,NA,"0"
"345","535-11",2011,"PIPL","Kearney Broadfoot South",2011-05-24,2011-07-15,52,"Fledged",2,1,0.5,"0"
"346","536-11",2011,"PIPL","Kearney Broadfoot South",2011-05-26,2011-06-23,28,NA,NA,0,NA,"0"
"347","537-11",2011,"LETE","Kearney Broadfoot South",2011-06-01,2011-07-15,44,"Fledged",3,2,0.333333333333333,"0"
"348","538-11",2011,"LETE","Kearney Broadfoot South",2011-06-03,2011-07-22,49,"Fledged",1,2,-1,"0"
"349","539-11",2011,"LETE","Kearney Broadfoot South",2011-06-03,2011-06-27,24,"Unknown Outcome",NA,0,NA,"0"
"350","540-11",2011,"LETE","Kearney Broadfoot South",2011-06-07,2011-06-15,8,NA,NA,0,NA,"0"
"351","541-11",2011,"LETE","Kearney Broadfoot South",2011-06-08,2011-07-21,43,"Fledged",1,1,0,"0"
"352","542-11",2011,"LETE","Kearney Broadfoot South",2011-06-08,2011-07-22,44,"Fledged",3,2,0.333333333333333,"0"
"353","543-11",2011,"LETE","Kearney Broadfoot South",2011-06-15,2011-06-22,7,NA,NA,0,NA,"0"
"354","544-11",2011,"PIPL","Kearney Broadfoot South",2011-06-16,2011-07-19,33,"Unknown Outcome",3,0,1,"0"
"355","545-11",2011,"LETE","Kearney Broadfoot South",2011-06-20,2011-07-05,15,"Unknown Outcome",NA,0,NA,"0"
"356","546-11",2011,"LETE","Kearney Broadfoot South",2011-06-20,2011-07-06,16,NA,NA,0,NA,"0"
"357","547-11",2011,"LETE","Kearney Broadfoot South",2011-06-20,2011-08-03,44,"Fledged",1,1,0,"0"
"358","548-11",2011,"LETE","Kearney Broadfoot South",2011-06-24,2011-08-05,42,"Unknown Outcome",1,0,1,"0"
"359","549-11",2011,"LETE","Kearney Broadfoot South",2011-07-08,2011-07-26,18,"Unknown Outcome",NA,0,NA,"0"
"360","550-11",2011,"LETE","Kearney Broadfoot South",2011-07-08,2011-07-28,20,"Fledged",1,3,-2,"0"
"361","551-11",2011,"LETE","Kearney Broadfoot South",2011-07-08,2011-07-11,3,NA,NA,0,NA,"0"
"362","552-11",2011,"LETE","Kearney Broadfoot South",2011-07-19,2011-08-06,18,NA,NA,0,NA,"0"
"363","701-06",2006,"PIPL","Newark West",2006-05-17,2006-06-14,28,"Unknown Outcome",NA,0,NA,"0"
"364","701-07",2007,"PIPL","Newark West",2007-05-14,2007-06-15,32,"Unknown Outcome",NA,0,NA,"0"
"365","701-11",2011,"LETE","Newark West",2011-06-07,2011-07-20,43,"Fledged",1,3,-2,"0"
"366","702-06",2006,"PIPL","Newark West",2006-05-17,2006-06-14,28,"Unknown Outcome",NA,0,NA,"0"
"367","702-07",2007,"LETE","Newark West",2007-06-15,2007-07-12,27,"Unknown Outcome",NA,0,NA,"0"
"368","702-11",2011,"LETE","Newark West",2011-06-07,2011-06-14,7,NA,NA,0,NA,"0"
"369","703-06",2006,"LETE","Newark West",2006-06-14,2006-07-17,33,"Unknown Outcome",NA,0,NA,"0"
"370","703-07",2007,"LETE","Newark West",2007-06-15,2007-07-12,27,"Unknown Outcome",NA,0,NA,"0"
"371","703-11",2011,"LETE","Newark West",2011-06-07,2011-06-14,7,NA,NA,0,NA,"0"
"372","704-11",2011,"LETE","Newark West",2011-06-10,2011-06-14,4,NA,NA,0,NA,"0"
"373","705-11",2011,"LETE","Newark West",2011-06-10,2011-06-14,4,NA,NA,0,NA,"0"
"374","706-11",2011,"LETE","Newark West",2011-06-10,2011-06-14,4,NA,NA,0,NA,"0"
"375","707-11",2011,"LETE","Newark West",2011-06-10,2011-06-22,12,NA,NA,0,NA,"0"
"376","708-11",2011,"LETE","Newark West",2011-06-10,2011-06-14,4,NA,NA,0,NA,"0"
"377","709-11",2011,"LETE","Newark West",2011-06-14,2011-06-20,6,NA,NA,0,NA,"0"
"378","710-11",2011,"LETE","Newark West",2011-06-14,2011-07-19,35,"Unknown Outcome",3,0,1,"0"
"379","711-11",2011,"LETE","Newark West",2011-06-20,2011-07-29,39,"Fledged",2,1,0.5,"0"
"380","712-11",2011,"LETE","Newark West",2011-06-20,2011-06-23,3,NA,NA,0,NA,"0"
"381","713-11",2011,"LETE","Newark West",2011-06-20,2011-06-22,2,NA,NA,0,NA,"0"
"382","714-11",2011,"LETE","Newark West",2011-06-20,2011-06-22,2,NA,NA,0,NA,"0"
"383","715-11",2011,"LETE","Newark West",2011-06-20,2011-07-12,22,"Failed-Unknown",2,0,1,"0"
"384","716-11",2011,"LETE","Newark West",2011-06-23,2011-06-27,4,NA,NA,0,NA,"0"
"385","717-11",2011,"LETE","Newark West",2011-06-23,2011-07-01,8,NA,NA,0,NA,"0"
"386","718-11",2011,"LETE","Newark West",2011-07-12,2011-08-11,30,"Fledged",1,3,-2,"0"
"387","719-11",2011,"LETE","Newark West",2011-07-19,2011-08-11,23,"Fledged",2,2,0,"0"
"388","BFS01-05",2005,"PIPL","Kearney Broadfoot South",2005-05-16,2005-06-24,39,"Unknown Outcome",NA,0,NA,"0"
"389","BFS01.02",2002,"PIPL","Kearney Broadfoot South",2002-05-14,2002-06-13,30,"Unknown Outcome",NA,0,NA,"0"
"390","BFS01.03",2003,"PIPL","Kearney Broadfoot South",2003-05-15,2003-06-17,33,"Unknown Outcome",NA,0,NA,"0"
"391","BFS02-05",2005,"PIPL","Kearney Broadfoot South",2005-05-16,2005-06-24,39,"Unknown Outcome",NA,0,NA,"0"
"392","BFS02.02",2002,"PIPL","Kearney Broadfoot South",2002-06-13,2002-07-15,32,"Unknown Outcome",NA,0,NA,"0"
"393","BFS02.03",2003,"PIPL","Kearney Broadfoot South",2003-06-17,2003-07-22,35,"Unknown Outcome",NA,0,NA,"0"
"394","BFS03-05",2005,"LETE","Kearney Broadfoot South",2005-06-24,2005-07-14,20,"Unknown Outcome",NA,0,NA,"0"
"395","BFS03.02",2002,"PIPL","Kearney Broadfoot South",2002-06-13,2002-07-15,32,"Unknown Outcome",NA,0,NA,"0"
"396","BFS03.03",2003,"LETE","Kearney Broadfoot South",2003-06-17,2003-07-22,35,"Unknown Outcome",NA,0,NA,"0"
"397","BFS04-05",2005,"LETE","Kearney Broadfoot South",2005-06-24,2005-07-14,20,"Unknown Outcome",NA,0,NA,"0"
"398","BFS04.02",2002,"PIPL","Kearney Broadfoot South",2002-06-13,2002-07-15,32,"Unknown Outcome",NA,0,NA,"0"
"399","BFS04.03",2003,"LETE","Kearney Broadfoot South",2003-06-17,2003-07-22,35,"Unknown Outcome",NA,0,NA,"0"
"400","BFS05.02",2002,"PIPL","Kearney Broadfoot South",2002-06-13,2002-07-15,32,"Unknown Outcome",NA,0,NA,"0"
"401","BFS05.03",2003,"LETE","Kearney Broadfoot South",2003-06-17,2003-07-22,35,"Unknown Outcome",NA,0,NA,"0"
"402","BFS06.02",2002,"LETE","Kearney Broadfoot South",2002-06-13,2002-07-15,32,"Unknown Outcome",NA,0,NA,"0"
"403","BFS06.03",2003,"LETE","Kearney Broadfoot South",2003-06-17,2003-07-22,35,"Unknown Outcome",NA,0,NA,"0"
"404","BFS07.02",2002,"LETE","Kearney Broadfoot South",2002-06-13,2002-07-15,32,"Unknown Outcome",NA,0,NA,"0"
"405","BFS07.03",2003,"LETE","Kearney Broadfoot South",2003-06-17,2003-07-22,35,"Unknown Outcome",NA,0,NA,"0"
"406","BFS08.02",2002,"LETE","Kearney Broadfoot South",2002-06-13,2002-07-15,32,"Unknown Outcome",NA,0,NA,"0"
"407","BFS08.03",2003,"LETE","Kearney Broadfoot South",2003-06-17,2003-07-22,35,"Unknown Outcome",NA,0,NA,"0"
"408","BFS09.02",2002,"LETE","Kearney Broadfoot South",2002-06-13,2002-07-15,32,"Unknown Outcome",NA,0,NA,"0"
"409","BFS09.03",2003,"LETE","Kearney Broadfoot South",2003-06-17,2003-07-22,35,"Unknown Outcome",NA,0,NA,"0"
"410","BFS10.02",2002,"LETE","Kearney Broadfoot South",2002-07-15,2002-07-15,0,"Unknown Outcome",NA,0,NA,"0"
"411","BFS10.03",2003,"LETE","Kearney Broadfoot South",2003-06-17,2003-07-22,35,"Unknown Outcome",NA,0,NA,"0"
"412","BFS11.03",2003,"LETE","Kearney Broadfoot South",2003-06-17,2003-07-22,35,"Unknown Outcome",NA,0,NA,"0"
"413","BFS12.03",2003,"LETE","Kearney Broadfoot South",2003-06-17,2003-07-22,35,"Unknown Outcome",NA,0,NA,"0"
"414","BFS13.03",2003,"LETE","Kearney Broadfoot South",2003-06-17,2003-07-22,35,"Unknown Outcome",NA,0,NA,"0"
"415","BFS14.03",2003,"LETE","Kearney Broadfoot South",2003-06-17,2003-07-22,35,"Unknown Outcome",NA,0,NA,"0"
"416","BFS15.03",2003,"LETE","Kearney Broadfoot South",2003-06-17,2003-07-22,35,"Unknown Outcome",NA,0,NA,"0"
"417","BFS16.03",2003,"LETE","Kearney Broadfoot South",2003-06-17,2003-07-22,35,"Unknown Outcome",NA,0,NA,"0"
"418","BFS17.03",2003,"LETE","Kearney Broadfoot South",2003-07-22,2003-07-22,0,"Unknown Outcome",NA,0,NA,"0"
"419","BFS18.03",2003,"LETE","Kearney Broadfoot South",2003-07-22,2003-07-22,0,"Unknown Outcome",NA,0,NA,"0"
"420","BFSLT1-04",2004,"LETE","Kearney Broadfoot South",2004-06-23,2004-07-12,19,"Unknown Outcome",2,0,1,"0"
"421","BFSLT2-04",2004,"LETE","Kearney Broadfoot South",2004-06-23,2004-07-12,19,"Unknown Outcome",1,0,1,"0"
"422","BFSPP1-04",2004,"PIPL","Kearney Broadfoot South",2004-05-19,2004-06-23,35,"Unknown Outcome",NA,0,NA,"0"
"423","BFSPP2-04",2004,"PIPL","Kearney Broadfoot South",2004-05-19,2004-06-23,35,"Unknown Outcome",NA,0,NA,"0"
"424","BFSPP3-04",2004,"PIPL","Kearney Broadfoot South",2004-06-23,2004-07-12,19,"Unknown Outcome",NA,0,NA,"0"
"425","BH01-04",2004,"PIPL","Blue Hole",2004-05-10,2004-06-18,39,"Fledged",4,3,0.25,"0"
"426","BH01-05",2005,"PIPL","Blue Hole",2005-05-09,2005-06-27,49,"Fledged",3,3,0,"0"
"427","BH01.01",2001,"PIPL","Blue Hole",2001-05-24,2001-06-29,36,"Fledged",3,2,0.333333333333333,"0"
"428","BH01.02",2002,"PIPL","Blue Hole",2002-05-14,2002-06-27,44,"Fledged",2,2,0,"0"
"429","BH01.03",2003,"PIPL","Blue Hole",2003-05-05,2003-06-22,48,"Fledged",4,3,0.25,"0"
"430","BH02-04",2004,"PIPL","Blue Hole",2004-05-12,2004-06-18,37,"Fledged",4,4,0,"0"
"431","BH02-05",2005,"PIPL","Blue Hole",2005-05-09,2005-06-27,49,"Fledged",3,2,0.333333333333333,"0"
"432","BH02.01",2001,"PIPL","Blue Hole",2001-05-31,2001-06-29,29,"Fledged",4,4,0,"0"
"433","BH02.02",2002,"PIPL","Blue Hole",2002-05-18,2002-06-27,40,"Fledged",4,2,0.5,"0"
"434","BH02.03",2003,"PIPL","Blue Hole",2003-05-05,2003-06-25,51,"Fledged",4,4,0,"0"
"435","BH03-04",2004,"PIPL","Blue Hole",2004-05-12,2004-05-24,12,NA,NA,0,NA,"0"
"436","BH03-05",2005,"PIPL","Blue Hole",2005-05-12,2005-06-01,20,NA,NA,0,NA,"0"
"437","BH03.01",2001,"PIPL","Blue Hole",2001-05-31,2001-06-29,29,"Fledged",3,3,0,"0"
"438","BH03.02",2002,"PIPL","Blue Hole",2002-05-23,2002-06-27,35,"Fledged",4,3,0.25,"0"
"439","BH03.03",2003,"PIPL","Blue Hole",2003-05-05,2003-06-22,48,"Fledged",4,3,0.25,"0"
"440","BH04-04",2004,"PIPL","Blue Hole",2004-05-26,2004-06-20,25,"Fledged",4,3,0.25,"0"
"441","BH04-05",2005,"PIPL","Blue Hole",2005-05-12,2005-06-01,20,NA,NA,0,NA,"0"
"442","BH04.01",2001,"LETE","Blue Hole",2001-05-31,2001-07-12,42,"Fledged",3,3,0,"0"
"443","BH04.02",2002,"PIPL","Blue Hole",2002-05-23,2002-07-01,39,"Fledged",4,2,0.5,"0"
"444","BH04.03",2003,"PIPL","Blue Hole",2003-05-05,2003-06-22,48,"Fledged",4,3,0.25,"0"
"445","BH05-04",2004,"LETE","Blue Hole",2004-05-26,2004-07-07,42,"Fledged",3,3,0,"0"
"446","BH05-05",2005,"PIPL","Blue Hole",2005-05-17,2005-06-01,15,NA,NA,0,NA,"0"
"447","BH05.01",2001,"LETE","Blue Hole",2001-05-31,2001-06-15,15,NA,NA,0,NA,"0"
"448","BH05.02",2002,"LETE","Blue Hole",2002-05-28,2002-07-11,44,"Fledged",3,3,0,"0"
"449","BH05.03",2003,"PIPL","Blue Hole",2003-05-15,2003-07-09,55,"Fledged",3,3,0,"0"
"450","BH06-04",2004,"LETE","Blue Hole",2004-05-28,2004-07-09,42,"Fledged",3,3,0,"0"
"451","BH06-05",2005,"LETE","Blue Hole",2005-05-24,2005-06-01,8,NA,NA,0,NA,"0"
"452","BH06.01",2001,"LETE","Blue Hole",2001-06-04,2001-07-09,35,"Fledged",2,2,0,"0"
"453","BH06.02",2002,"LETE","Blue Hole",2002-05-28,2002-07-11,44,"Fledged",3,3,0,"0"
"454","BH06.03",2003,"PIPL","Blue Hole",2003-05-27,2003-07-17,51,"Fledged",2,2,0,"0"
"455","BH07-04",2004,"LETE","Blue Hole",2004-05-28,2004-07-09,42,"Fledged",2,2,0,"0"
"456","BH07-05",2005,"LETE","Blue Hole",2005-05-24,2005-06-01,8,NA,NA,0,NA,"0"
"457","BH07.01",2001,"LETE","Blue Hole",2001-06-06,2001-06-15,9,NA,NA,0,NA,"0"
"458","BH07.02",2002,"PIPL","Blue Hole",2002-05-31,2002-06-27,27,"Fledged",4,4,0,"0"
"459","BH07.03",2003,"LETE","Blue Hole",2003-05-27,2003-07-17,51,"Fledged",3,3,0,"0"
"460","BH08-04",2004,"LETE","Blue Hole",2004-06-01,2004-07-13,42,"Fledged",3,3,0,"0"
"461","BH08-05",2005,"LETE","Blue Hole",2005-05-24,2005-06-01,8,NA,NA,0,NA,"0"
"462","BH08.01",2001,"LETE","Blue Hole",2001-06-06,2001-07-16,40,"Fledged",2,1,0.5,"0"
"463","BH08.02",2002,"PIPL","Blue Hole",2002-05-31,2002-06-27,27,"Fledged",3,1,0.666666666666667,"0"
"464","BH08.03",2003,"LETE","Blue Hole",2003-05-27,2003-07-17,51,"Fledged",3,3,0,"0"
"465","BH09-04",2004,"LETE","Blue Hole",2004-06-01,2004-07-13,42,"Fledged",3,3,0,"0"
"466","BH09-05",2005,"LETE","Blue Hole",2005-05-27,2005-06-01,5,NA,NA,0,NA,"0"
"467","BH09.01",2001,"LETE","Blue Hole",2001-06-12,2001-07-24,42,"Fledged",3,3,0,"0"
"468","BH09.02",2002,"LETE","Blue Hole",2002-06-03,2002-07-11,38,"Fledged",3,3,0,"0"
"469","BH09.03",2003,"LETE","Blue Hole",2003-06-02,2003-07-17,45,"Fledged",2,2,0,"0"
"470","BH10-04",2004,"LETE","Blue Hole",2004-06-01,2004-07-13,42,"Fledged",2,1,0.5,"0"
"471","BH10-05",2005,"LETE","Blue Hole",2005-05-27,2005-06-01,5,NA,NA,0,NA,"0"
